N,P,K,temperature,humidity,ph,rainfall,label
92,26,47,25.5783,86.7038,6.9356,58.1618,watermelon
94,7,45,26.9044,86.4266,6.5474,46.2846,watermelon
90,9,47,24.29,88.5374,6.7245,42.7821,watermelon
88,29,48,26.5228,86.1277,6.2662,44.8484,watermelon
83,20,55,26.9503,84.9095,6.5395,58.9842,watermelon
91,29,48,25.637,87.7644,6.0794,45.7223,watermelon
113,27,49,24.7342,82.1715,6.2439,44.2848,watermelon
112,30,48,25.2719,88.3718,6.7154,51.2852,watermelon
112,27,53,24.2126,82.5328,6.6673,47.9658,watermelon
115,14,47,26.8957,86.9036,6.5413,59.8491,watermelon
97,7,55,25.4172,80.8501,6.8828,57.4216,watermelon
109,7,55,24.4055,82.6066,6.9821,43.6804,watermelon
88,16,49,26.6016,86.3884,6.1888,49.3494,watermelon
84,11,53,26.9892,83.9106,6.4335,47.7628,watermelon
91,7,49,24.1851,89.9567,6.9438,42.8279,watermelon
112,30,55,25.9694,85.2821,6.291,50.7052,watermelon
114,19,47,25.1053,83.0191,6.7688,53.9847,watermelon
87,15,53,24.4451,81.2682,6.9091,40.394,watermelon
107,14,45,25.8985,82.839,6.8428,50.1396,watermelon
102,18,48,25.6919,83.2643,6.9248,53.7863,watermelon
107,8,49,25.3324,87.1893,6.592,51.3398,watermelon
83,20,46,25.3739,87.5826,6.7557,53.1252,watermelon
87,21,52,29.2815,94.6407,6.1702,21.107,muskmelon
103,6,52,27.4652,91.9534,6.6829,22.2757,muskmelon
118,6,51,29.5595,90.8753,6.4395,25.4902,muskmelon
94,29,45,29.7396,91.2717,6.4113,22.8776,muskmelon
86,26,50,28.1083,91.1207,6.7711,29.0534,muskmelon
98,11,47,28.9272,90.8779,6.4308,20.9228,muskmelon
109,21,51,27.8942,92.7415,6.7953,25.6267,muskmelon
100,24,49,28.1897,90.5677,6.7667,25.1774,muskmelon
81,21,52,29.8268,91.9379,6.5622,27.2477,muskmelon
86,30,54,29.3498,90.3602,6.2334,26.9548,muskmelon
99,29,52,28.2661,94.0872,6.4106,23.6383,muskmelon
96,12,46,29.4613,94.1024,6.0447,21.3726,muskmelon
92,5,48,29.0514,91.8609,6.2568,29.5746,muskmelon
117,8,53,27.6836,90.3735,6.6308,20.4155,muskmelon
88,8,54,27.0275,91.2579,6.3065,27.8857,muskmelon
94,9,53,27.6612,93.7144,6.338,22.0589,muskmelon
89,8,53,29.3817,93.5373,6.4038,25.44,muskmelon
112,16,51,28.4396,91.3842,6.3989,27.5385,muskmelon
119,8,48,29.4584,91.1062,6.4412,29.3453,muskmelon
103,9,55,28.8396,93.599,6.0908,20.6939,muskmelon
120,12,49,29.8694,93.8547,6.1784,23.3868,muskmelon
80,15,52,29.6475,90.0845,6.3679,23.4166,muskmelon
88,22,45,29.9274,91.0543,6.1761,28.8871,muskmelon
113,28,47,27.9867,90.8912,6.5047,20.8398,muskmelon
116,18,46,27.0873,93.7797,6.7444,26.6517,muskmelon
114,5,52,28.0546,92.0908,6.7879,22.3848,muskmelon
112,10,47,27.8228,91.7501,6.5752,20.1406,muskmelon
105,19,55,27.4565,94.0372,6.2634,28.1125,muskmelon
88,16,45,27.6461,94.5951,6.6148,24.1634,muskmelon
115,12,49,27.723,92.0838,6.4688,24.5947,muskmelon
88,16,48,28.8349,93.4933,6.0895,24.526,muskmelon
109,17,48,28.8618,93.746,6.695,24.2875,muskmelon
84,19,50,28.7486,94.5873,6.5451,22.329,muskmelon
85,25,54,27.7772,93.6474,6.625,27.6691,muskmelon
117,9,54,28.2314,94.6186,6.353,27.5793,muskmelon
120,21,48,29.409,91.3406,6.1671,21.8808,muskmelon
112,15,48,29.3449,92.1204,6.5146,26.7092,muskmelon
103,8,50,29.1598,93.6125,6.5355,22.1632,muskmelon
117,12,49,27.8328,92.8426,6.3347,28.0996,muskmelon
89,25,51,28.7074,92.4262,6.0122,27.5128,muskmelon
106,20,48,27.5877,92.0275,6.1922,26.3893,muskmelon
107,17,53,28.0323,90.4474,6.1291,29.2513,muskmelon
110,10,52,28.6213,92.1014,6.2452,23.8706,muskmelon
120,21,47,28.3169,92.7042,6.6648,29.6702,muskmelon
113,15,47,29.7477,94.253,6.4585,29.892,muskmelon
102,8,50,27.3289,90.4491,6.0793,29.7973,muskmelon
92,27,53,27.6473,90.4185,6.228,29.1356,muskmelon
95,20,51,29.7369,91.8945,6.4499,23.2156,muskmelon
91,24,51,27.69,90.4668,6.0276,27.7819,muskmelon
96,12,53,29.9131,92.8723,6.1633,29.1896,muskmelon
84,6,51,28.5049,91.6428,6.6241,25.3728,muskmelon
94,25,51,29.2745,91.0586,6.6144,21.6105,muskmelon
106,7,54,27.1988,91.2711,6.4913,25.3238,muskmelon
101,24,51,28.2177,90.2533,6.6098,21.8176,muskmelon
113,30,51,29.0645,90.6369,6.2776,28.8041,muskmelon
93,12,55,29.7619,92.5722,6.6543,26.8653,muskmelon
88,30,46,29.5503,92.5865,6.1363,24.4013,muskmelon
91,28,47,29.1641,94.3958,6.4139,21.3,muskmelon
118,7,45,29.8063,94.4539,6.6116,25.6851,muskmelon
112,12,52,28.8849,93.6917,6.1553,22.3929,muskmelon
84,10,51,27.4505,92.6482,6.5379,25.7761,muskmelon
118,28,49,29.6567,94.4219,6.1802,26.92,muskmelon
108,26,49,29.3748,91.0125,6.2642,26.7854,muskmelon
113,12,45,28.0987,92.119,6.7402,23.3517,muskmelon
85,15,54,27.3594,94.3965,6.4274,25.1178,muskmelon
115,14,55,27.8621,90.8795,6.0151,27.1855,muskmelon
95,24,50,28.6445,92.1771,6.2916,24.6142,muskmelon
86,18,50,29.1269,94.1261,6.5067,20.1363,muskmelon
117,13,46,28.7153,92.7354,6.3721,21.9446,muskmelon
116,26,46,27.3882,90.875,6.2549,25.3569,muskmelon
92,19,51,29.8292,93.1808,6.5505,22.7367,muskmelon
91,18,48,27.8846,92.6449,6.5146,29.8732,muskmelon
109,30,49,29.5836,91.2531,6.2771,29.189,muskmelon
93,19,54,27.7491,91.2132,6.2752,20.6337,muskmelon
119,18,49,28.8948,93.6877,6.6153,27.6545,muskmelon
89,21,51,29.9166,90.0944,6.526,21.348,muskmelon
85,16,46,27.1526,90.6432,6.0345,29.9234,muskmelon
85,15,53,27.9328,90.9531,6.6983,23.7404,muskmelon
111,10,52,27.8197,90.5644,6.6326,29.5918,muskmelon
87,5,54,28.9466,92.9511,6.311,20.0875,muskmelon
109,17,51,27.587,92.3556,6.0023,22.9981,muskmelon
101,28,49,29.8184,92.4503,6.0838,26.8039,muskmelon
85,5,53,28.3209,93.2524,6.4371,20.9351,muskmelon
117,18,45,28.7248,90.0422,6.1428,26.063,muskmelon
88,25,54,29.5373,93.798,6.7871,26.0819,muskmelon
108,15,51,29.2382,94.1908,6.2659,20.8197,muskmelon
101,30,50,29.8779,94.75,6.7093,28.5198,muskmelon
102,6,52,27.2955,92.9598,6.6322,21.8414,muskmelon
110,28,50,27.4952,94.3401,6.4767,26.88,muskmelon
120,18,49,29.9168,93.6378,6.7029,29.2947,muskmelon
89,5,51,27.7694,91.1243,6.6769,27.8516,muskmelon
83,21,52,29.4452,91.4665,6.6983,24.201,muskmelon
101,28,53,28.4232,93.7557,6.0164,27.4859,muskmelon
81,18,49,28.2063,93.6698,6.7325,29.4695,muskmelon
118,16,51,28.3817,93.4213,6.5015,28.9063,muskmelon
81,27,50,27.0531,94.0698,6.2694,21.0137,muskmelon
114,10,46,27.8479,92.5342,6.0333,23.5602,muskmelon
118,15,55,29.1468,92.0463,6.6727,29.025,muskmelon
88,5,50,27.2121,91.4295,6.5268,24.5514,muskmelon
99,23,51,28.9249,91.7469,6.2039,24.5254,muskmelon
27,125,197,23.1874,94.5362,5.5331,108.1881,apple
1,140,198,21.6263,92.4385,5.9669,105.2582,apple
24,136,195,23.6153,92.2146,6.1976,121.573,apple
7,127,200,23.2591,90.825,6.09,107.0565,apple
40,139,201,23.9193,92.2102,5.7499,120.3519,apple
17,133,198,23.6544,90.9007,6.2471,118.9126,apple
8,127,199,23.33,91.6777,6.2579,114.8412,apple
12,141,197,23.3282,93.8727,6.0744,108.1919,apple
20,143,200,22.0682,90.9428,5.951,100.3008,apple
10,128,195,21.747,90.3352,6.151,115.6935,apple
31,126,201,22.8073,94.6651,5.8892,105.4464,apple
26,134,199,21.0594,94.819,6.1532,122.051,apple
0,122,205,23.7947,94.6357,6.3935,107.3412,apple
12,141,204,23.3256,93.9793,6.0386,101.3045,apple
29,123,195,22.6398,90.0506,5.8134,106.3801,apple
24,126,195,22.9523,92.2663,5.5114,102.1847,apple
0,133,203,21.3979,92.8837,5.63,109.1005,apple
12,140,203,22.8802,94.7253,5.5534,119.2504,apple
40,121,200,23.831,94.3143,5.5774,106.7383,apple
34,124,198,23.4579,93.5722,6.4282,122.696,apple
11,135,203,23.5221,92.1543,5.7979,120.5858,apple
34,124,203,23.2327,90.5083,6.0784,122.1862,apple
7,127,199,22.2695,93.7932,6.1825,110.3466,apple
11,127,196,21.8642,90.2209,5.7258,111.7814,apple
22,133,204,23.0713,91.8324,6.3371,103.1004,apple
26,139,196,23.2818,92.0301,6.2823,113.655,apple
2,134,196,23.2838,90.341,6.2499,121.0887,apple
39,136,205,23.0424,93.1858,5.9067,111.2388,apple
28,134,199,23.0279,90.4433,5.9586,122.8121,apple
1,125,205,22.3284,91.9412,5.5715,102.0009,apple
15,144,201,21.7501,92.6208,5.8547,123.7295,apple
38,120,204,21.2149,93.813,5.8132,105.4351,apple
0,141,195,23.3792,91.3344,6.0473,107.4655,apple
10,144,204,22.4609,93.9742,5.8517,102.7612,apple
0,122,195,21.3608,90.4199,5.8917,123.7107,apple
27,125,197,23.8583,93.308,6.3117,124.7433,apple
16,141,195,23.4481,90.7514,5.6648,109.8954,apple
37,134,199,22.0154,91.2136,6.4504,117.9497,apple
34,128,203,21.279,92.7179,5.9082,121.0815,apple
20,145,202,21.5839,90.7554,5.6226,109.3038,apple
30,122,196,21.0301,90.1957,5.5596,123.6244,apple
17,135,202,22.5904,91.3884,6.2339,105.5611,apple
0,137,199,21.0923,92.4562,5.759,118.0842,apple
23,140,202,23.3927,94.7505,6.3322,106.0656,apple
35,141,200,23.0354,94.9723,5.6792,111.9398,apple
32,140,197,23.4439,91.1725,5.7698,109.2853,apple
11,135,201,22.6616,91.0305,5.7232,122.5545,apple
4,145,201,21.6887,90.4849,6.4341,113.3275,apple
14,134,205,23.1078,93.4262,5.9407,102.2316,apple
24,122,201,22.7656,90.7577,5.9773,109.0628,apple
38,127,203,23.3524,90.8659,5.9111,105.127,apple
20,135,204,23.7996,91.888,5.9191,104.8945,apple
36,140,195,23.3216,90.3007,6.0346,107.2653,apple
28,142,205,22.4824,93.629,5.6243,106.3744,apple
11,139,199,22.5556,92.4529,6.2437,123.18,apple
11,125,196,21.6948,91.4764,6.1333,120.6854,apple
2,121,204,23.859,91.676,5.6011,117.5771,apple
5,130,200,22.7991,90.5946,5.9954,103.7176,apple
4,141,196,23.8293,94.5176,5.5248,104.9152,apple
22,138,195,21.8859,92.1476,6.3804,119.4606,apple
28,127,205,22.7488,92.6874,6.1367,112.5778,apple
26,121,197,21.6786,91.8894,5.9348,105.0204,apple
4,143,200,22.1194,91.1935,6.4752,102.3832,apple
6,136,204,23.4197,94.4559,6.1368,119.1756,apple
23,135,196,22.8107,94.7218,5.7359,101.5954,apple
28,142,195,22.0435,91.9648,5.9678,123.9047,apple
37,138,204,22.4718,92.917,5.5887,118.6326,apple
38,131,199,22.0725,93.2299,5.5888,115.1769,apple
22,140,200,23.5792,92.6936,5.6953,119.5691,apple
15,122,201,23.3993,91.4104,6.2248,122.6502,apple
27,132,205,22.7375,92.1925,6.2256,103.6305,apple
9,140,198,23.9922,94.7673,6.4942,107.0851,apple
25,140,205,22.7537,94.3838,6.1159,102.2861,apple
40,134,199,23.2112,90.9524,6.1597,110.5589,apple
23,121,199,23.946,90.6227,6.0895,107.1321,apple
36,142,197,23.3572,94.4795,6.4854,120.4292,apple
12,140,204,21.7974,94.0792,6.2803,117.9005,apple
10,140,196,22.6062,94.0478,5.564,105.3527,apple
2,123,201,23.9696,90.6819,5.7736,119.9486,apple
6,145,203,21.4219,93.9646,6.0771,111.6442,apple
31,140,196,22.9776,91.9005,6.0049,107.9764,apple
21,125,198,21.0487,91.5731,6.0792,102.5625,apple
4,130,203,23.8706,91.9793,6.0169,113.6579,apple
39,138,197,21.5488,93.8035,5.9908,114.716,apple
24,143,202,23.2601,90.0126,6.4393,117.7549,apple
27,130,202,22.1233,90.7136,6.4203,105.7782,apple
25,124,197,21.3521,94.5049,6.0421,122.0332,apple
5,122,201,21.9858,92.6705,6.3161,109.3959,apple
0,128,200,22.3721,90.3961,5.5876,118.8533,apple
11,136,195,22.3025,94.3999,6.2926,100.0798,apple
38,133,202,22.9347,91.8749,5.6725,103.1082,apple
28,123,203,21.3318,93.5365,6.0438,103.3253,apple
24,144,204,23.7943,90.4694,6.3272,103.7133,apple
28,143,202,22.2407,93.2416,6.2253,109.7839,apple
3,127,198,22.3913,94.6421,5.9712,103.8223,apple
0,136,199,23.79,93.5757,5.744,112.9326,apple
21,134,196,23.2077,94.0452,6.4231,124.4937,apple
32,123,200,22.4337,94.2911,6.4691,113.7858,apple
40,126,204,23.2219,91.3078,6.0353,104.3195,apple
9,139,195,21.7224,93.9851,5.7868,104.7153,apple
21,6,5,23.8274,92.9292,6.9517,110.4082,orange
7,17,15,27.6302,91.6922,6.1048,108.3535,orange
3,14,7,32.4123,90.9686,6.7508,107.9438,orange
39,13,10,12.1627,90.4091,6.6593,100.6701,orange
24,15,12,11.0708,94.5424,6.3078,119.682,orange
28,19,6,29.8489,93.2822,6.5338,106.7682,orange
16,5,6,31.2559,92.7688,6.1174,119.1717,orange
19,25,10,28.0716,91.1811,6.361,117.5877,orange
24,22,11,22.3445,94.298,6.5177,100.9625,orange
40,9,10,16.2055,93.4174,7.1162,114.7601,orange
12,12,5,14.5247,91.7243,6.9689,115.9943,orange
35,16,12,31.3053,91.0459,7.9562,105.2282,orange
17,20,13,31.345,91.6751,7.9541,117.4045,orange
22,8,12,31.5515,92.4017,6.8601,105.2807,orange
39,24,7,28.3117,91.3024,6.454,112.0357,orange
40,30,14,18.3522,93.0659,7.8653,113.3132,orange
38,17,13,28.7578,93.157,6.5971,103.8865,orange
22,8,11,17.2023,90.1234,6.414,105.9767,orange
30,11,5,34.6915,90.4797,6.1526,113.4756,orange
36,11,14,25.8382,94.9728,7.5545,109.2532,orange
35,28,13,17.1374,90.0914,6.0293,117.1653,orange
16,30,10,25.7306,90.2195,6.3885,116.6069,orange
36,19,8,10.2768,93.3437,7.7212,106.9143,orange
1,12,15,31.0454,91.6419,7.3412,102.6199,orange
31,24,12,11.5647,94.8062,6.2184,100.6461,orange
19,19,15,13.3616,91.4311,6.9852,112.3497,orange
10,7,12,27.2712,91.8325,7.8732,117.631,orange
32,6,10,18.6764,94.4904,7.4778,111.5291,orange
40,5,5,19.6812,92.283,6.5403,109.0593,orange
30,11,10,27.089,92.5899,6.4013,118.18,orange
24,7,5,18.1495,93.0066,7.62,118.7354,orange
20,21,10,14.4712,90.8543,6.8141,102.3239,orange
5,24,10,13.6921,91.9112,6.9838,103.7935,orange
40,13,10,25.2994,90.0099,6.83,105.2249,orange
16,10,11,17.849,91.1565,7.9003,114.0669,orange
16,29,14,16.29,90.9611,6.2932,103.3793,orange
0,26,12,10.4096,93.6858,6.3886,119.2188,orange
35,30,15,34.8553,93.0738,7.2731,103.7112,orange
30,5,15,18.7601,94.3973,7.0787,114.4663,orange
33,25,11,21.0543,94.666,6.4548,104.0213,orange
39,8,8,16.9828,90.9423,6.5663,102.4001,orange
28,10,13,25.0669,90.1251,7.361,105.7503,orange
17,5,11,25.9203,93.0723,6.9226,106.6949,orange
18,5,14,27.8057,93.3156,6.9182,118.8274,orange
5,29,15,10.6433,94.9116,6.0029,105.814,orange
2,8,10,12.1304,93.6169,6.0329,102.429,orange
36,21,15,24.5789,91.1533,6.4142,119.8208,orange
1,18,13,30.3508,91.0202,7.1061,109.6786,orange
21,27,6,17.0379,90.1815,6.0158,114.9556,orange
27,19,11,34.5653,94.9303,7.272,113.0838,orange
18,6,7,19.4357,90.6332,6.9298,107.5602,orange
37,12,6,22.2981,94.2642,7.9099,109.7124,orange
2,20,9,22.5979,92.6339,6.8069,109.5576,orange
16,29,5,12.4316,92.441,7.4003,115.4868,orange
23,25,13,31.099,94.8111,7.9442,100.3078,orange
9,12,10,26.7893,93.4828,7.3142,112.7454,orange
39,8,7,14.5812,94.0546,7.5171,114.0407,orange
24,14,10,23.6878,91.6452,7.4212,100.9477,orange
30,10,13,23.5153,92.6683,7.5373,107.8656,orange
24,22,8,24.2238,91.8143,6.2375,109.7115,orange
31,18,10,12.0437,92.7111,7.1788,118.8745,orange
15,16,6,23.8131,93.592,7.6241,109.517,orange
30,26,8,19.9149,94.6561,7.2127,118.2998,orange
29,27,7,21.6891,93.9837,7.2569,118.3013,orange
39,19,6,12.3246,92.2869,6.2464,110.5786,orange
24,12,10,15.9614,91.5277,6.1238,116.9114,orange
7,7,10,24.438,90.7334,7.1092,119.4221,orange
3,7,15,30.107,90.6253,6.308,113.915,orange
18,28,8,12.4289,91.7706,7.933,118.3404,orange
12,25,5,34.8434,92.7787,7.0726,111.1665,orange
3,21,9,11.2481,90.3853,7.2657,114.7776,orange
24,24,10,34.9317,93.2554,6.6908,111.6138,orange
27,8,8,21.3236,92.7226,6.2369,119.4248,orange
29,11,8,21.1222,93.3724,6.9282,111.4189,orange
33,15,6,12.7556,93.6076,7.1758,107.5746,orange
36,29,6,26.5947,94.2184,6.622,113.1481,orange
19,13,12,13.0348,94.2817,7.927,102.9229,orange
38,21,5,30.2963,91.3145,6.1217,110.2255,orange
31,12,6,22.7239,90.0021,6.2982,103.0235,orange
22,18,9,24.8897,93.834,6.2491,103.789,orange
11,13,6,16.9351,92.6571,7.6878,119.9214,orange
14,28,10,33.0656,91.9371,6.5892,117.7659,orange
25,11,13,18.158,90.51,7.3255,113.7244,orange
10,18,11,29.0417,92.8023,6.9235,110.8928,orange
8,8,5,22.7986,90.3551,7.8538,106.3689,orange
13,16,9,16.5834,91.7893,7.2351,110.6405,orange
15,16,12,21.9698,91.9488,7.5411,104.4826,orange
23,30,13,30.5432,91.3625,6.2144,117.8224,orange
1,9,9,22.888,91.2341,6.695,108.8806,orange
21,20,8,14.4379,90.0153,7.8451,102.3541,orange
4,13,11,21.0095,90.2208,7.8023,111.1362,orange
34,27,5,23.383,91.9565,7.5947,116.4992,orange
35,20,10,23.886,94.3691,7.8404,109.139,orange
20,11,14,14.6447,92.5304,7.4843,116.0285,orange
1,21,11,19.6346,92.638,7.8435,117.8497,orange
9,24,10,16.9018,90.7587,7.4777,119.6228,orange
4,29,9,20.6562,91.2379,7.7285,105.3741,orange
12,16,14,19.9429,90.8972,7.7879,117.1167,orange
15,12,9,14.5848,90.5854,7.7776,112.6505,orange
17,22,15,30.9922,91.9659,6.7339,106.7716,orange
46,53,54,31.9767,94.9376,6.8793,127.7934,papaya
52,53,53,33.4057,92.8232,6.7216,107.5823,papaya
52,65,52,23.3812,91.939,6.58,133.1304,papaya
48,46,54,32.3938,90.9727,6.84,115.7756,papaya
40,59,47,25.144,92.5523,6.6301,174.7197,papaya
63,59,52,38.8336,90.1604,6.7572,117.9943,papaya
67,45,50,27.3782,90.7712,6.8759,191.9935,papaya
48,53,53,42.3833,94.8401,6.8738,122.6606,papaya
39,70,48,23.2395,92.967,6.7439,169.4455,papaya
44,66,48,23.1131,90.0257,6.7882,166.3126,papaya
39,59,50,23.811,91.2567,6.6405,194.5113,papaya
41,54,50,41.7515,93.0171,6.5635,138.7909,papaya
66,59,51,25.2653,90.0792,6.7305,132.9365,papaya
58,48,51,31.0901,94.9461,6.9163,100.6911,papaya
68,54,46,27.2688,94.4569,6.7227,118.0782,papaya
36,63,46,24.5168,91.7637,6.8303,217.5948,papaya
65,65,55,29.3342,90.454,6.5649,228.7642,papaya
47,47,50,41.5769,94.0987,6.9764,201.4844,papaya
60,47,45,28.0901,94.0031,6.7648,169.8605,papaya
53,54,55,34.5893,91.3984,6.6799,112.9853,papaya
46,53,55,40.436,92.0405,6.6396,249.7146,papaya
69,45,48,31.8577,94.4693,6.7459,130.533,papaya
42,50,49,32.2541,94.9922,6.8383,160.3268,papaya
35,67,45,33.2154,90.515,6.5702,240.3914,papaya
47,54,55,31.159,93.9305,6.6939,108.7298,papaya
48,59,49,41.6098,94.3495,6.6585,135.7021,papaya
62,50,54,41.5653,91.4421,6.8812,215.736,papaya
53,67,52,23.9868,91.7837,6.8866,140.1936,papaya
66,55,50,29.4846,91.1778,6.6049,115.0371,papaya
60,54,48,37.3754,91.2636,6.6919,120.9879,papaya
54,63,51,26.1055,92.0065,6.8008,152.9341,papaya
61,53,54,31.7804,92.8785,6.5741,207.327,papaya
68,65,55,43.7345,91.4791,6.6369,157.0888,papaya
61,63,54,28.3688,94.7367,6.8268,107.1243,papaya
51,65,49,29.3295,91.6078,6.6382,151.2631,papaya
31,64,45,26.5122,93.8932,6.7748,158.3902,papaya
48,68,52,41.1525,91.251,6.775,248.1347,papaya
37,50,55,32.6764,90.4218,6.7103,235.7356,papaya
40,53,52,23.5844,92.5575,6.9474,152.9141,papaya
38,54,48,36.1105,92.7222,6.9001,171.5872,papaya
41,45,48,39.3737,90.3,6.7513,101.3473,papaya
57,63,53,42.9326,91.0798,6.6613,105.7852,papaya
46,53,48,23.2083,93.6179,6.6173,103.4466,papaya
39,57,52,33.5327,90.9609,6.8037,110.8251,papaya
40,48,51,44.8229,94.5741,6.7689,241.5717,papaya
41,53,51,30.1073,92.2986,6.6243,195.5729,papaya
53,70,45,24.6977,94.7877,6.9486,165.9085,papaya
48,47,55,24.6605,93.2779,6.5428,129.7916,papaya
53,54,54,37.9711,93.9629,6.6143,238.112,papaya
44,68,52,39.1879,92.1396,6.5392,105.2985,papaya
63,46,47,31.4549,93.4917,6.5635,199.8662,papaya
67,61,53,35.6325,90.6032,6.8769,225.4124,papaya
59,46,55,43.4669,94.1123,6.5376,241.5756,papaya
62,48,47,29.9413,94.0293,6.9534,141.2148,papaya
39,68,47,30.2927,91.5016,6.7671,133.321,papaya
35,65,51,27.4609,92.2793,6.7715,196.6708,papaya
41,47,48,29.8783,90.8915,6.6645,222.974,papaya
35,69,47,42.7173,91.6314,6.6163,125.5607,papaya
54,63,51,23.1554,91.2192,6.5366,168.6998,papaya
67,67,49,38.0825,92.8688,6.8003,218.9799,papaya
65,59,47,36.7232,90.9803,6.6902,203.3979,papaya
42,66,55,42.9762,93.0251,6.8315,101.6284,papaya
34,49,49,32.8185,91.8429,6.7611,148.7427,papaya
66,56,50,24.7198,93.5695,6.9792,104.5709,papaya
35,61,47,44.2709,90.1431,6.7442,248.6612,papaya
51,61,54,37.4523,94.1125,6.6482,146.6037,papaya
40,60,53,26.6621,92.4874,6.8504,122.8191,papaya
40,56,48,27.8317,90.8466,6.6107,113.7959,papaya
57,47,53,41.862,94.4003,6.6367,229.1555,papaya
67,63,45,30.2423,90.5747,6.5469,191.7228,papaya
54,48,46,34.9669,92.1475,6.5481,134.695,papaya
36,67,51,34.5772,92.5135,6.5351,161.0846,papaya
60,45,46,41.2722,90.7688,6.9218,220.0277,papaya
70,70,54,30.2003,91.3363,6.6551,180.5185,papaya
63,67,48,44.0053,92.4334,6.607,137.6438,papaya
42,51,49,26.892,92.2604,6.8865,129.3512,papaya
54,66,55,34.5734,93.8209,6.9989,165.122,papaya
45,47,50,35.6928,94.0992,6.5102,153.1587,papaya
54,54,54,27.6309,91.7093,6.9834,192.6385,papaya
55,55,54,35.268,94.4839,6.8001,181.0884,papaya
38,53,45,33.3898,90.7136,6.9357,133.552,papaya
33,58,45,41.7496,92.1568,6.9623,205.7603,papaya
69,59,47,38.4833,90.9652,6.7183,244.8761,papaya
45,56,47,37.3532,90.9537,6.6306,242.0423,papaya
37,56,47,35.1933,91.3905,6.6166,214.8002,papaya
35,61,54,37.258,90.1622,6.7995,193.8106,papaya
60,53,50,35.9479,94.0482,6.7696,185.4169,papaya
65,68,54,29.367,94.6255,6.5945,153.1029,papaya
35,51,50,29.7038,90.8877,6.8382,112.3241,papaya
57,55,45,34.5634,91.3965,6.6874,216.463,papaya
36,54,51,40.2381,91.6833,6.664,229.611,papaya
51,49,50,35.5526,91.0604,6.6817,244.0355,papaya
44,58,47,41.4613,92.4437,6.7167,129.995,papaya
49,61,46,25.9087,91.3593,6.828,197.0686,papaya
36,68,47,28.8034,91.3824,6.6601,174.1365,papaya
50,47,49,26.2817,92.8803,6.6459,152.0562,papaya
38,46,52,32.5603,92.0803,6.6344,143.8197,papaya
40,64,49,41.0067,93.1874,6.8772,226.2897,papaya
46,45,47,38.5556,90.987,6.7564,154.5845,papaya
36,53,48,27.2602,90.9018,6.5851,196.033,papaya
29,18,28,25.8529,93.5078,6.3056,202.7395,coconut
32,19,33,29.2498,92.0636,5.5896,147.1786,coconut
8,15,25,25.4523,90.9019,6.4399,149.1495,coconut
6,13,34,29.9477,90.7259,6.2932,142.1135,coconut
24,26,29,25.6784,91.2177,5.5809,196.1638,coconut
9,27,34,27.725,94.8007,6.1368,165.4964,coconut
6,15,26,28.0434,91.5369,5.7179,186.243,coconut
3,12,34,29.385,90.4837,6.2203,145.3829,coconut
12,13,32,27.3786,92.0751,5.9238,163.8203,coconut
2,29,35,26.0873,91.0084,6.0742,168.0365,coconut
10,19,31,25.2445,93.529,6.225,201.3415,coconut
13,16,33,29.633,93.164,6.0344,151.0169,coconut
29,24,26,28.3166,90.6597,6.3806,173.6732,coconut
30,16,25,25.6038,94.3563,5.6665,211.1737,coconut
2,16,28,25.0758,90.2159,5.5056,205.7358,coconut
12,20,27,25.0842,94.4976,6.2613,173.0111,coconut
24,30,27,26.5805,94.6855,6.2171,172.0621,coconut
17,25,34,26.2951,93.0606,6.4899,172.8398,coconut
10,28,35,25.5718,92.7388,5.6771,145.8843,coconut
36,30,33,27.6761,90.0746,6.3674,204.38,coconut
22,23,28,29.4473,91.7093,6.1343,214.3388,coconut
0,5,28,25.7693,94.5103,6.2607,163.6877,coconut
29,22,29,26.7305,92.4567,5.6454,168.8114,coconut
30,9,33,28.9711,94.2111,5.976,168.1363,coconut
10,22,30,29.8843,94.9072,5.5256,224.6084,coconut
10,16,32,28.2012,93.0255,6.0399,186.4471,coconut
37,26,30,28.0767,90.7904,6.2323,210.325,coconut
2,7,28,28.0906,93.8515,5.6741,176.2767,coconut
15,14,27,27.1083,93.0603,6.4737,199.8569,coconut
20,11,29,27.3878,92.2415,6.1646,194.6611,coconut
17,10,32,26.5713,91.4248,5.8182,167.0417,coconut
20,14,30,25.5219,90.3834,5.7377,208.4064,coconut
27,26,26,27.453,94.2525,6.408,228.6222,coconut
5,8,25,27.5295,94.7758,5.9141,179.3493,coconut
31,27,27,27.1865,91.6401,6.3715,177.5221,coconut
1,6,31,29.6977,94.5428,6.4316,178.8368,coconut
28,15,30,29.609,94.6002,6.2423,141.9791,coconut
32,17,27,28.959,92.7284,6.1615,220.6482,coconut
10,11,29,29.1353,90.0293,5.9532,178.1367,coconut
5,29,31,29.3136,93.9469,5.6834,190.3888,coconut
22,9,32,26.2638,92.2038,5.9358,203.0478,coconut
20,13,31,29.2959,91.0537,5.8286,173.5734,coconut
9,5,34,27.6502,91.9005,5.6224,197.3018,coconut
3,10,28,29.623,91.1528,6.2233,144.9237,coconut
32,9,27,27.8675,90.9653,6.2395,223.2489,coconut
6,21,27,28.0903,90.4728,5.9583,161.7398,coconut
30,16,27,27.0217,91.5315,5.8521,215.8915,coconut
17,15,28,27.3447,92.2113,6.434,185.7744,coconut
